timestamp,positive,negative
2014/9/15:15,0.161090705,-0.341335591
2014/9/15:16,0.165248709,-0.349440389
2014/9/15:17,0.152780188,-0.354062351
2014/9/15:18,0.158413537,-0.350830922
2014/9/15:19,0.158356494,-0.361957274
2014/9/15:20,0.162921985,-0.352932981
2014/9/15:21,0.147741847,-0.356583116
2014/9/15:22,0.156600754,-0.338478865
2014/9/15:23,0.146932727,-0.350523056
2014/9/16:0,0.157615979,-0.354413763
2014/9/16:1,0.154002141,-0.348308185
2014/9/16:2,0.153630102,-0.341477116
2014/9/16:3,0.156540101,-0.346238168
2014/9/16:4,0.154473054,-0.332589198
2014/9/16:5,0.16646361,-0.330247725
2014/9/16:6,0.150955916,-0.330521617
2014/9/16:7,0.160771357,-0.339769299
2014/9/16:8,0.165193588,-0.343620152
2014/9/16:9,0.164091283,-0.334514787
2014/9/16:10,0.15488886,-0.334529919
2014/9/16:11,0.172835828,-0.387418246
2014/9/16:12,0.176708621,-0.349682624
2014/9/16:13,0.180054752,-0.343773021
2014/9/16:14,0.167145653,-0.335169113
2014/9/16:15,0.175299132,-0.348166978
2014/9/16:16,0.156054257,-0.342365427
2014/9/16:17,0.161724994,-0.359562866
2014/9/16:18,0.16406269,-0.339389888
2014/9/16:19,0.161661262,-0.337853542
2014/9/16:20,0.155817494,-0.359790086
2014/9/16:21,0.163840479,-0.32999203
2014/9/16:22,0.156843741,-0.332769122
2014/9/16:23,0.153216342,-0.343428455
2014/9/17:0,0.153282655,-0.343019306
2014/9/17:1,0.157975759,-0.341571823
2014/9/17:2,0.151450823,-0.34651199
2014/9/17:3,0.163561011,-0.344583916
2014/9/17:4,0.156606461,-0.346464676
2014/9/17:5,0.162654819,-0.332386296
2014/9/17:6,0.144985989,-0.329534852
2014/9/17:7,0.14229984,-0.359843224
2014/9/17:8,0.124518628,-0.351335472
2014/9/17:9,0.152857355,-0.337198747
2014/9/17:10,0.160228305,-0.318312187
2014/9/17:11,0.194448697,-0.35523352
2014/9/17:12,0.177116849,-0.363849291
2014/9/17:13,0.176358134,-0.357401694
2014/9/17:14,0.166982243,-0.330935586
2014/9/17:15,0.164079403,-0.340743361
2014/9/17:16,0.164530143,-0.32765419
2014/9/17:17,0.156597514,-0.340465373
2014/9/17:18,0.155972355,-0.323845952
2014/9/17:19,0.160346882,-0.347098933
2014/9/17:20,0.15976364,-0.335575535
2014/9/17:21,0.155730351,-0.354672629
2014/9/17:22,0.158695163,-0.331221288
2014/9/17:23,0.162303106,-0.34576355
2014/9/18:0,0.158920454,-0.339145523
2014/9/18:1,0.1538339,-0.337007353
2014/9/18:2,0.1645742,-0.349060805
2014/9/18:3,0.159518209,-0.340660023
2014/9/18:4,0.155596089,-0.3413048
2014/9/18:5,0.16883201,-0.32962331
2014/9/18:6,0.160574228,-0.348796686
2014/9/18:7,0.156189986,-0.36175155
2014/9/18:8,0.164528838,-0.376989816
2014/9/18:9,0.151807499,-0.345615328
2014/9/18:10,0.156512055,-0.366381605
2014/9/18:11,0.164746386,-0.345111021
2014/9/18:12,0.168854277,-0.332759322
2014/9/18:13,0.173385415,-0.328736698
2014/9/18:14,0.171257505,-0.323876732
2014/9/18:15,0.1661206,-0.333203259
2014/9/18:16,0.161194887,-0.336680056
2014/9/18:17,0.163692932,-0.336699938
2014/9/18:18,0.158946144,-0.352366755
2014/9/18:19,0.158741367,-0.342400396
2014/9/18:20,0.154248932,-0.325729589
2014/9/18:21,0.156709706,-0.35309978
2014/9/18:22,0.158242701,-0.338664531
2014/9/18:23,0.157223321,-0.346025895
2014/9/19:0,0.154517686,-0.338551978
2014/9/19:1,0.164517484,-0.350162577
2014/9/19:2,0.152936832,-0.352705297
2014/9/19:3,0.15651419,-0.348191888
2014/9/19:4,0.161001886,-0.33092789
2014/9/19:5,0.166333338,-0.340753495
2014/9/19:6,0.141825694,-0.342900762
2014/9/19:7,0.147147456,-0.33046461
2014/9/19:8,0.117536999,-0.346540222
2014/9/19:9,0.157798473,-0.293080642
2014/9/19:10,0.154924537,-0.32543402
2014/9/19:11,0.17285932,-0.346006689
2014/9/19:12,0.18746123,-0.336819036
2014/9/19:13,0.171927035,-0.342129775
2014/9/19:14,0.172381007,-0.324966068
2014/9/19:15,0.167294736,-0.341445938
2014/9/19:16,0.165787813,-0.325894037
2014/9/19:17,0.175724199,-0.33484333
2014/9/19:18,0.1672628,-0.339990859
2014/9/19:19,0.15545004,-0.359824925
2014/9/19:20,0.166263182,-0.327908003
2014/9/19:21,0.147343701,-0.330659701
2014/9/19:22,0.176666192,-0.323333077
2014/9/19:23,0.155691453,-0.337829799
2014/9/20:0,0.145021631,-0.340235961
2014/9/20:1,0.160946069,-0.328415864
2014/9/20:2,0.166079001,-0.33991371
2014/9/20:3,0.169124439,-0.35294707
2014/9/20:4,0.151891193,-0.347200226
2014/9/20:5,0.163347891,-0.358781421
2014/9/20:6,0.15071375,-0.352234317
2014/9/20:7,0.152675406,-0.341358497
2014/9/20:8,0.139319121,-0.346630882
2014/9/20:9,0.156866243,-0.318473487
2014/9/20:10,0.193419293,-0.333110565
2014/9/20:11,0.161534689,-0.359124853
2014/9/20:12,0.165736313,-0.341854297
2014/9/20:13,0.162136647,-0.333845638
2014/9/20:14,0.172902083,-0.347656645
2014/9/20:15,0.161534105,-0.33611545
2014/9/20:16,0.157046699,-0.345979283
2014/9/20:17,0.153410654,-0.355845363
2014/9/20:18,0.152830454,-0.334947433
2014/9/20:19,0.157922372,-0.334213058
2014/9/20:20,0.148037717,-0.360231868
2014/9/20:21,0.152502999,-0.339001732
2014/9/20:22,0.149789834,-0.339906221
2014/9/20:23,0.164000302,-0.329064815
2014/9/21:0,0.151739338,-0.34705127
2014/9/21:1,0.158259595,-0.338727922
2014/9/21:2,0.159912755,-0.338983163
2014/9/21:3,0.16968137,-0.360642193
2014/9/21:4,0.165708525,-0.343535264
2014/9/21:5,0.15938289,-0.342081284
2014/9/21:6,0.159343187,-0.360475654
2014/9/21:7,0.138883665,-0.322640064
2014/9/21:8,0.149037291,-0.369695248
2014/9/21:9,0.144917554,-0.35015282
2014/9/21:10,0.182142662,-0.303793626
2014/9/21:11,0.149845165,-0.289193381
2014/9/21:12,0.160074189,-0.342413922
2014/9/21:13,0.196625466,-0.348241931
2014/9/21:14,0.173694612,-0.337588027
2014/9/21:15,0.159039812,-0.340663984
2014/9/21:16,0.161636055,-0.354832054
2014/9/21:17,0.158370602,-0.351857643
2014/9/21:18,0.158225609,-0.339594742
2014/9/21:19,0.156729719,-0.352828583
2014/9/21:20,0.16265082,-0.348700801
2014/9/21:21,0.155668298,-0.353197437
2014/9/21:22,0.157292434,-0.337546583
2014/9/21:23,0.156405476,-0.348485708
2014/9/22:0,0.16093041,-0.342301212
2014/9/22:1,0.155246756,-0.34089743
2014/9/22:2,0.165016111,-0.340814739
2014/9/22:3,0.159211795,-0.336630667
2014/9/22:4,0.15560517,-0.321416033
2014/9/22:5,0.179775853,-0.330240161
2014/9/22:6,0.146185873,-0.338055466
2014/9/22:7,0.154083472,-0.331716341
2014/9/22:8,0.124264831,-0.330777378
2014/9/22:9,0.119784432,-0.387277302
2014/9/22:10,0.160251228,-0.345281881
2014/9/22:11,0.170280975,-0.36532116
2014/9/22:12,0.194972872,-0.360522821
2014/9/22:13,0.171982242,-0.354431181
2014/9/22:14,0.162094478,-0.37428557
2014/9/22:15,0.180391195,-0.346423962
2014/9/22:16,0.165948326,-0.373129063
2014/9/22:17,0.171515395,-0.337200133
2014/9/22:18,0.167876935,-0.33890836
2014/9/22:19,0.159952547,-0.344115152
2014/9/22:20,0.159731183,-0.362767255
2014/9/22:21,0.158909955,-0.34521922
2014/9/22:22,0.148132384,-0.324605844
2014/9/22:23,0.151722401,-0.346103401
2014/9/23:0,0.152961514,-0.346916271
2014/9/23:1,0.156179469,-0.341699258
2014/9/23:2,0.154917689,-0.340856564
2014/9/23:3,0.165318954,-0.353539279
2014/9/23:4,0.158045251,-0.337904564
2014/9/23:5,0.161719112,-0.311750646
2014/9/23:6,0.156922388,-0.324948883
2014/9/23:7,0.147564483,-0.32856129
2014/9/23:8,0.143861298,-0.345561368
2014/9/23:9,0.135257965,-0.266094771
2014/9/23:10,0.167369153,-0.316773564
2014/9/23:11,0.214859078,-0.337653767
2014/9/23:12,0.181020298,-0.367209228
2014/9/23:13,0.19308658,-0.326710515
2014/9/23:14,0.176645689,-0.364515324
2014/9/23:15,0.17983805,-0.337997483
2014/9/23:16,0.180602402,-0.319555448
2014/9/23:17,0.166083245,-0.336269234
2014/9/23:18,0.159190126,-0.339331179
2014/9/23:19,0.159931157,-0.317237114
2014/9/23:20,0.157752861,-0.350860148
2014/9/23:21,0.157400653,-0.348737221
2014/9/23:22,0.165166991,-0.330293587
2014/9/23:23,0.163541864,-0.33641079
2014/9/24:0,0.156601056,-0.331861959
2014/9/24:1,0.16391254,-0.335328124
2014/9/24:2,0.158647649,-0.344791636
2014/9/24:3,0.159460351,-0.343711931
2014/9/24:4,0.153582184,-0.349717225
2014/9/24:5,0.149177735,-0.324806603
2014/9/24:6,0.160022253,-0.319002666
2014/9/24:7,0.14632271,-0.29133523
2014/9/24:8,0.137673908,-0.340072271
2014/9/24:9,0.205098887,-0.307130175
2014/9/24:10,0.191990003,-0.314607605
2014/9/24:11,0.213542608,-0.316520056
2014/9/24:12,0.163625518,-0.32613709
2014/9/24:13,0.184373336,-0.327977398
2014/9/24:14,0.169810567,-0.356550168
2014/9/24:15,0.167623833,-0.361753996
2014/9/24:16,0.168749543,-0.352910606
2014/9/24:17,0.169390989,-0.345569251
2014/9/24:18,0.157676839,-0.316649444
2014/9/24:19,0.161996007,-0.34134954
2014/9/24:20,0.15502816,-0.362374816
2014/9/24:21,0.165241722,-0.340953524
2014/9/24:22,0.154099106,-0.31987001
2014/9/24:23,0.155335944,-0.338987738
2014/9/25:0,0.155915214,-0.354029408
2014/9/25:1,0.16241482,-0.342638049
2014/9/25:2,0.166754796,-0.340403976
2014/9/25:3,0.156494298,-0.352150658
2014/9/25:4,0.169785061,-0.359325836
2014/9/25:5,0.169730917,-0.339545951
2014/9/25:6,0.163021703,-0.332657462
2014/9/25:7,0.14908377,-0.33165184
2014/9/25:8,0.144068716,-0.291028012
2014/9/25:9,0.154452296,-0.317500692
2014/9/25:10,0.159139103,-0.287643083
2014/9/25:11,0.218941451,-0.31816334
2014/9/25:12,0.17974871,-0.343373423
2014/9/25:13,0.171690207,-0.350259818
2014/9/25:14,0.164684611,-0.345160759
2014/9/25:15,0.166973576,-0.308814089
2014/9/25:16,0.164469636,-0.337758863
2014/9/25:17,0.164615976,-0.326633486
2014/9/25:18,0.156818878,-0.32020086
2014/9/25:19,0.171566366,-0.341717234
2014/9/25:20,0.161694236,-0.332502403
2014/9/25:21,0.161912796,-0.33233264
2014/9/25:22,0.158381427,-0.347376969
2014/9/25:23,0.154277399,-0.340028829
2014/9/26:0,0.153858314,-0.340268999
2014/9/26:1,0.158586825,-0.334958351
2014/9/26:2,0.160269749,-0.345561361
2014/9/26:3,0.154472555,-0.363564837
2014/9/26:4,0.147761699,-0.34720243
2014/9/26:5,0.159468995,-0.320595057
2014/9/26:6,0.151808909,-0.345830122
2014/9/26:7,0.162546123,-0.332241533
2014/9/26:8,0.145853317,-0.303128157
2014/9/26:9,0.175958187,-0.368683582
2014/9/26:10,0.219970398,-0.323659939
2014/9/26:11,0.199961774,-0.335162635
2014/9/26:12,0.191290383,-0.379030025
2014/9/26:13,0.180613413,-0.333369067
2014/9/26:14,0.168412525,-0.33267855
2014/9/26:15,0.172250495,-0.33243221
2014/9/26:16,0.162970906,-0.333991311
2014/9/26:17,0.162437437,-0.317639161
2014/9/26:18,0.168110252,-0.38282262
2014/9/26:19,0.167818161,-0.345380814
2014/9/26:20,0.159289507,-0.362240493
2014/9/26:21,0.155349675,-0.345785164
2014/9/26:22,0.156240642,-0.341775725
2014/9/26:23,0.169998461,-0.31668094
2014/9/27:0,0.166078133,-0.33661783
2014/9/27:1,0.154237662,-0.32761401
2014/9/27:2,0.158782731,-0.329684661
2014/9/27:3,0.158242386,-0.330887405
2014/9/27:4,0.163056445,-0.334790913
2014/9/27:5,0.167392391,-0.34091646
2014/9/27:6,0.150561395,-0.34972969
2014/9/27:7,0.156401835,-0.34141185
2014/9/27:8,0.150530959,-0.357691198
2014/9/27:9,0.170815601,-0.347697112
2014/9/27:10,0.162236217,-0.351510051
2014/9/27:11,0.178514942,-0.336427296
2014/9/27:12,0.168913226,-0.315790675
2014/9/27:13,0.174391253,-0.348129299
2014/9/27:14,0.1661406,-0.336201546
2014/9/27:15,0.169323658,-0.329823838
2014/9/27:16,0.164590514,-0.323000967
2014/9/27:17,0.166890425,-0.326532247
2014/9/27:18,0.151456147,-0.344439279
2014/9/27:19,0.145294723,-0.340526951
2014/9/27:20,0.162107947,-0.35015309
2014/9/27:21,0.162099873,-0.325795597
2014/9/27:22,0.157908919,-0.340269687
2014/9/27:23,0.154708926,-0.34092826
2014/9/28:0,0.162445608,-0.354258123
2014/9/28:1,0.156167113,-0.336897019
2014/9/28:2,0.174641471,-0.338015602
2014/9/28:3,0.161013379,-0.337897782
2014/9/28:4,0.165436684,-0.342797032
2014/9/28:5,0.15592355,-0.345043206
2014/9/28:6,0.148569255,-0.35499595
2014/9/28:7,0.138311563,-0.343750628
2014/9/28:8,0.129071239,-0.322406514
2014/9/28:9,0.13249515,-0.350909221
2014/9/28:10,0.145312213,-0.328383482
2014/9/28:11,0.147853983,-0.290911852
2014/9/28:12,0.176108857,-0.356016482
2014/9/28:13,0.176587667,-0.317547191
2014/9/28:14,0.158692613,-0.334771314
2014/9/28:15,0.165595111,-0.33761819
2014/9/28:16,0.155459218,-0.331860227
2014/9/28:17,0.154559852,-0.359761068
2014/9/28:18,0.15952713,-0.348699807
2014/9/28:19,0.150379128,-0.37516433
2014/9/28:20,0.159511126,-0.352097482
2014/9/28:21,0.150457528,-0.342023189
2014/9/28:22,0.161961871,-0.3705989
2014/9/28:23,0.153045079,-0.347383107
2014/9/29:0,0.15734219,-0.334584007
2014/9/29:1,0.152481738,-0.345864607
2014/9/29:2,0.160413534,-0.331812907
2014/9/29:3,0.156275793,-0.346802826
2014/9/29:4,0.156123078,-0.3255101
2014/9/29:5,0.159011437,-0.324219418
2014/9/29:6,0.153960908,-0.350794898
2014/9/29:7,0.136265347,-0.296499593
2014/9/29:8,0.156119304,-0.282210012
2014/9/29:9,0.135048989,-0.300412827
2014/9/29:10,0.178643674,-0.362706703
2014/9/29:11,0.186741807,-0.331822866
2014/9/29:12,0.189622523,-0.347553907
2014/9/29:13,0.185471283,-0.354276258
2014/9/29:14,0.182297133,-0.328746424
2014/9/29:15,0.187988591,-0.347860726
2014/9/29:16,0.167308261,-0.357494956
2014/9/29:17,0.169881852,-0.328439289
2014/9/29:18,0.164578282,-0.344338034
2014/9/29:19,0.165415113,-0.317419489
2014/9/29:20,0.157598318,-0.349640504
2014/9/29:21,0.162293547,-0.335887661
2014/9/29:22,0.170510837,-0.334473687
2014/9/29:23,0.154120075,-0.332215323
2014/9/30:0,0.156085244,-0.336106098
2014/9/30:1,0.160556323,-0.333552884
2014/9/30:2,0.160664251,-0.337415562
2014/9/30:3,0.153902794,-0.335995898
2014/9/30:4,0.150399936,-0.334490779
2014/9/30:5,0.14527452,-0.328040812
2014/9/30:6,0.147553009,-0.33220028
2014/9/30:7,0.143840504,-0.31748325
2014/9/30:8,0.168148704,-0.33687191
2014/9/30:9,0.177353588,-0.294233242
2014/9/30:10,0.178226214,-0.322191105
2014/9/30:11,0.178274121,-0.326306797
2014/9/30:12,0.173823427,-0.372211394
2014/9/30:13,0.166123402,-0.346301877
2014/9/30:14,0.168754394,-0.337391395
2014/9/30:15,0.159252975,-0.337640494
2014/9/30:16,0.164231691,-0.369266488
2014/9/30:17,0.148558251,-0.346176981
2014/9/30:18,0.155886627,-0.355261599
2014/9/30:19,0.161308252,-0.348230023
2014/9/30:20,0.161513059,-0.347186103
2014/9/30:21,0.155648453,-0.340171613
2014/9/30:22,0.151369647,-0.342296096
2014/9/30:23,0.159018705,-0.340253037
2014/10/1:0,0.155517272,-0.343351844
2014/10/1:1,0.15755516,-0.336017541
2014/10/1:2,0.156465936,-0.335420135
2014/10/1:3,0.150065989,-0.346148063
2014/10/1:4,0.149173099,-0.337544942
2014/10/1:5,0.170046039,-0.341050627
2014/10/1:6,0.160841749,-0.364557514
2014/10/1:7,0.165386812,-0.301176043
2014/10/1:8,0.154754976,-0.336846134
2014/10/1:9,0.179801782,-0.346764311
2014/10/1:10,0.16955835,-0.311826611
2014/10/1:11,0.190894416,-0.33736497
2014/10/1:12,0.187191078,-0.324612134
2014/10/1:13,0.189345794,-0.320338325
2014/10/1:14,0.178144788,-0.339620242
2014/10/1:15,0.180722686,-0.327428404
2014/10/1:16,0.165776638,-0.335986714
2014/10/1:17,0.161503676,-0.335023262
2014/10/1:18,0.163747358,-0.335896603
2014/10/1:19,0.163284555,-0.344995155
2014/10/1:20,0.165647817,-0.339524364
2014/10/1:21,0.162079368,-0.340348587
2014/10/1:22,0.162669114,-0.328352883
2014/10/1:23,0.152207862,-0.337814067
2014/10/2:0,0.15960948,-0.321419377
2014/10/2:1,0.160474009,-0.335514715
2014/10/2:2,0.153606782,-0.356394648
2014/10/2:3,0.157695687,-0.354332617
2014/10/2:4,0.161238959,-0.342600385
2014/10/2:5,0.177087746,-0.328539569
2014/10/2:6,0.181815855,-0.338192181
2014/10/2:7,0.144710483,-0.378552693
2014/10/2:8,0.190072588,-0.347238479
2014/10/2:9,0.197313871,-0.349425075
2014/10/2:10,0.155203378,-0.307769403
2014/10/2:11,0.180758302,-0.349182897
2014/10/2:12,0.193007015,-0.332461507
2014/10/2:13,0.171102723,-0.320911087
2014/10/2:14,0.161531613,-0.337941662
2014/10/2:15,0.161622087,-0.341202192
2014/10/2:16,0.161612117,-0.332155524
2014/10/2:17,0.157721539,-0.328475781
2014/10/2:18,0.155428953,-0.326537457
2014/10/2:19,0.169139108,-0.337054889
2014/10/2:20,0.156162491,-0.352703983
2014/10/2:21,0.156694001,-0.361996802
2014/10/2:22,0.154362454,-0.341537069
2014/10/2:23,0.156037842,-0.337855287
2014/10/3:0,0.1560037,-0.319852969
2014/10/3:1,0.155901235,-0.354838752
2014/10/3:2,0.155673546,-0.339444822
2014/10/3:3,0.163244005,-0.335031542
2014/10/3:4,0.161311414,-0.342488713
2014/10/3:5,0.149075228,-0.334145767
2014/10/3:6,0.151656734,-0.347348124
2014/10/3:7,0.146919044,-0.311294839
2014/10/3:8,0.167879512,-0.297087502
2014/10/3:9,0.17124303,-0.277849518
2014/10/3:10,0.171025978,-0.309225668
2014/10/3:11,0.181936199,-0.331401313
2014/10/3:12,0.175076626,-0.371217831
2014/10/3:13,0.179265751,-0.335752842
2014/10/3:14,0.157663649,-0.335001821
2014/10/3:15,0.179440163,-0.342356142
2014/10/3:16,0.167436434,-0.343610872
2014/10/3:17,0.161473015,-0.357901697
2014/10/3:18,0.157200667,-0.33627369
2014/10/3:19,0.148162283,-0.349183584
2014/10/3:20,0.169367127,-0.342324813
2014/10/3:21,0.154569967,-0.396916611
2014/10/3:22,0.159063165,-0.330220921
2014/10/3:23,0.1529919,-0.349526473
2014/10/4:0,0.147389442,-0.343783077
2014/10/4:1,0.151924148,-0.348646918
2014/10/4:2,0.157088861,-0.350361102
2014/10/4:3,0.155539896,-0.301342786
2014/10/4:4,0.168309765,-0.345322498
2014/10/4:5,0.175532082,-0.317372063
2014/10/4:6,0.17403004,-0.347060858
2014/10/4:7,0.164612849,-0.324041948
2014/10/4:8,0.159247263,-0.368393545
2014/10/4:9,0.170776473,-0.318457999
2014/10/4:10,0.172920696,-0.362829361
2014/10/4:11,0.170345495,-0.386316931
2014/10/4:12,0.168620748,-0.373294432
2014/10/4:13,0.170429336,-0.361303747
2014/10/4:14,0.172074154,-0.357428582
2014/10/4:15,0.161885783,-0.360652015
2014/10/4:16,0.162151149,-0.365426287
2014/10/4:17,0.169377306,-0.333753602
2014/10/4:18,0.155184054,-0.334619785
2014/10/4:19,0.164740399,-0.339369012
2014/10/4:20,0.151979267,-0.369207597
2014/10/4:21,0.150654829,-0.349094587
2014/10/4:22,0.14581939,-0.347184384
2014/10/4:23,0.163625604,-0.362091088
2014/10/5:0,0.169892725,-0.370743824
2014/10/5:1,0.1672321,-0.362024868
2014/10/5:2,0.162721606,-0.349575573
2014/10/5:3,0.159659017,-0.347091544
2014/10/5:4,0.152983616,-0.350393459
2014/10/5:5,0.168992607,-0.3597815
2014/10/5:6,0.155724029,-0.353273005
2014/10/5:7,0.162996006,-0.345022461
2014/10/5:8,0.154127915,-0.358351005
2014/10/5:9,0.14133517,-0.324431745
2014/10/5:10,0.165912851,-0.307851257
2014/10/5:11,0.169763563,-0.292313079
2014/10/5:12,0.168216677,-0.370238163
2014/10/5:13,0.16723581,-0.331840679
2014/10/5:14,0.156082629,-0.363725024
2014/10/5:15,0.165728978,-0.344505213
2014/10/5:16,0.156271131,-0.338722945
2014/10/5:17,0.154242795,-0.375700158
2014/10/5:18,0.149841446,-0.341010342
2014/10/5:19,0.137395825,-0.383290483
2014/10/5:20,0.146435735,-0.368851985
2014/10/5:21,0.152187488,-0.366749389
2014/10/5:22,0.1540324,-0.351760985
2014/10/5:23,0.15307572,-0.365348651
2014/10/6:0,0.157297376,-0.340111582
2014/10/6:1,0.155912462,-0.347675692
2014/10/6:2,0.158165409,-0.338052773
2014/10/6:3,0.164945846,-0.350702451
2014/10/6:4,0.159573934,-0.350407683
2014/10/6:5,0.159214417,-0.337202562
2014/10/6:6,0.153884979,-0.351862889
2014/10/6:7,0.177873641,-0.335473598
2014/10/6:8,0.177275259,-0.321500944
2014/10/6:9,0.192055002,-0.419441989
2014/10/6:10,0.152557032,-0.324042805
2014/10/6:11,0.185737885,-0.343418192
2014/10/6:12,0.209368349,-0.369954504
2014/10/6:13,0.17095564,-0.370954274
2014/10/6:14,0.16545731,-0.33755821
2014/10/6:15,0.174017459,-0.350592
2014/10/6:16,0.170166404,-0.368008382
2014/10/6:17,0.157107512,-0.330293913
2014/10/6:18,0.164113195,-0.337401979
2014/10/6:19,0.158765664,-0.356690177
2014/10/6:20,0.158764797,-0.345071822
2014/10/6:21,0.151276834,-0.3646717
2014/10/6:22,0.159831173,-0.346541619
2014/10/6:23,0.150028673,-0.336376196
2014/10/7:0,0.1638519,-0.337080126
2014/10/7:1,0.160557432,-0.339206265
2014/10/7:2,0.154281224,-0.337145481
2014/10/7:3,0.159524293,-0.34819675
2014/10/7:4,0.161424446,-0.354329488
2014/10/7:5,0.169750512,-0.329659544
2014/10/7:6,0.154607947,-0.328789378
2014/10/7:7,0.148856104,-0.306377226
2014/10/7:8,0.14925405,-0.285235924
2014/10/7:9,0.128262732,-0.353958042
2014/10/7:10,0.190741794,-0.357903053
2014/10/7:11,0.186381656,-0.336070572
2014/10/7:12,0.214173627,-0.369210687
2014/10/7:13,0.171222249,-0.345152116
2014/10/7:14,0.16807451,-0.327841873
2014/10/7:15,0.161795672,-0.350985211
2014/10/7:16,0.155600137,-0.347228301
2014/10/7:17,0.169759783,-0.347132396
2014/10/7:18,0.171888755,-0.359751193
2014/10/7:19,0.164585675,-0.340512508
2014/10/7:20,0.163514359,-0.347369347
2014/10/7:21,0.160129144,-0.343906817
2014/10/7:22,0.159549102,-0.327826232
2014/10/7:23,0.158735863,-0.362249859
2014/10/8:0,0.167921375,-0.346222017
2014/10/8:1,0.162035005,-0.353061307
2014/10/8:2,0.153765812,-0.358430186
2014/10/8:3,0.156725173,-0.342374371
2014/10/8:4,0.161091131,-0.336653204
2014/10/8:5,0.168673786,-0.311113395
2014/10/8:6,0.147485931,-0.366652401
2014/10/8:7,0.153913522,-0.359079038
2014/10/8:8,0.121096632,-0.394435975
2014/10/8:9,0.162213973,-0.310415746
2014/10/8:10,0.190277014,-0.304553279
2014/10/8:11,0.197915317,-0.344594337
2014/10/8:12,0.216025516,-0.367468905
2014/10/8:13,0.177864439,-0.348856683
2014/10/8:14,0.184190832,-0.354213674
2014/10/8:15,0.167754781,-0.354878372
2014/10/8:16,0.164592116,-0.32687754
2014/10/8:17,0.148807971,-0.338235294
2014/10/8:18,0.166329038,-0.341128453
2014/10/8:19,0.158978984,-0.356901899
2014/10/8:20,0.163679486,-0.353601641
2014/10/8:21,0.163693409,-0.335239558
2014/10/8:22,0.154030562,-0.347098226
2014/10/8:23,0.144126709,-0.340862356
2014/10/9:0,0.156926768,-0.342288196
2014/10/9:1,0.154210015,-0.334198655
2014/10/9:2,0.155759916,-0.358716977
2014/10/9:3,0.154639799,-0.339389738
2014/10/9:4,0.150781191,-0.335088657
2014/10/9:5,0.16101803,-0.321354579
2014/10/9:6,0.13437372,-0.338258005
2014/10/9:7,0.162427805,-0.343880116
2014/10/9:8,0.178823932,-0.351604952
2014/10/9:9,0.140916315,-0.311610397
2014/10/9:10,0.148621158,-0.296738316
2014/10/9:11,0.185577374,-0.33092965
2014/10/9:12,0.179906991,-0.342827284
2014/10/9:13,0.174467446,-0.340387367
2014/10/9:14,0.171840653,-0.318781851
2014/10/9:15,0.160078602,-0.344041519
2014/10/9:16,0.150537759,-0.340284444
2014/10/9:17,0.170658167,-0.347379836
2014/10/9:18,0.156219934,-0.329914089
2014/10/9:19,0.15047753,-0.342477676
2014/10/9:20,0.156281334,-0.354622692
2014/10/9:21,0.161774223,-0.34813
2014/10/9:22,0.153233525,-0.347113969
2014/10/9:23,0.160875271,-0.337268907
2014/10/10:0,0.155274859,-0.339948895
2014/10/10:1,0.145659385,-0.35008746
2014/10/10:2,0.147632863,-0.331159577
2014/10/10:3,0.169988303,-0.357193511
2014/10/10:4,0.154330915,-0.346255118
2014/10/10:5,0.160659624,-0.342532344
2014/10/10:6,0.127408454,-0.334722593
2014/10/10:7,0.135493446,-0.356785267
2014/10/10:8,0.163978313,-0.327127603
2014/10/10:9,0.240097317,-0.319743326
2014/10/10:10,0.180696527,-0.353569372
2014/10/10:11,0.182365185,-0.354689227
2014/10/10:12,0.174696226,-0.36016206
2014/10/10:13,0.179189954,-0.326307716
2014/10/10:14,0.17539293,-0.359181097
2014/10/10:15,0.161400207,-0.336723848
2014/10/10:16,0.160302591,-0.349551357
2014/10/10:17,0.156306366,-0.335276631
2014/10/10:18,0.145947662,-0.338489988
2014/10/10:19,0.14917182,-0.326710865
2014/10/10:20,0.158900857,-0.344917906
2014/10/10:21,0.166276444,-0.346944862
2014/10/10:22,0.152743586,-0.343658011
2014/10/10:23,0.151705598,-0.33704428
2014/10/11:0,0.157441013,-0.317874857
2014/10/11:1,0.150232212,-0.333645848
2014/10/11:2,0.155386854,-0.354075674
2014/10/11:3,0.155827839,-0.352700738
2014/10/11:4,0.151943141,-0.348951556
2014/10/11:5,0.165874984,-0.358733249
2014/10/11:6,0.147796563,-0.356090434
2014/10/11:7,0.156423562,-0.331114107
2014/10/11:8,0.173146762,-0.318843012
2014/10/11:9,0.125400388,-0.402279338
2014/10/11:10,0.196664027,-0.367627045
2014/10/11:11,0.146847008,-0.331290459
2014/10/11:12,0.145141455,-0.362801102
2014/10/11:13,0.174713045,-0.335927672
2014/10/11:14,0.166818283,-0.31855653
2014/10/11:15,0.166305535,-0.349124327
2014/10/11:16,0.157913231,-0.331810765
2014/10/11:17,0.156165227,-0.342530567
2014/10/11:18,0.17061529,-0.346134726
2014/10/11:19,0.147657113,-0.336328586
2014/10/11:20,0.159358878,-0.345485844
2014/10/11:21,0.155694428,-0.32843695
2014/10/11:22,0.152608529,-0.343657053
2014/10/11:23,0.146047771,-0.351243275
2014/10/12:0,0.153617008,-0.337076086
2014/10/12:1,0.162137971,-0.345544972
